Item,Inventory,MRP,Sales,Weekly Sale,Success Rate (%),Item_Type
DRG37,459,155.8972,437,506.3409,95.20697168,Soft Drinks
FDJ07,432,118.115,43,466.06,9.953703704,Meat
FDP32,52,126.7678,16,476.87925,30.76923077,Fruits and Vegetables
FDV59,176,218.9166,131,1415.1579,74.43181818,Breads
FDP60,346,99.8016,122,151.8024,35.26011561,Baking Goods
FDE32,237,39.6506,71,256.16655,29.95780591,Fruits and Vegetables
FDK26,411,187.424,32,792.302,7.785888078,Canned
FDW28,63,197.3452,55,685.1082,87.3015873,Frozen Foods
FDP56,61,47.7692,16,160.1249,26.2295082,Fruits and Vegetables
FDT25,136,122.2072,127,490.0288,93.38235294,Canned
FDQ12,61,230.601,34,516.82725,55.73770492,Baking Goods
FDR60,446,77.2328,198,57.9246,44.39461883,Baking Goods
FDZ10,74,128.002,12,63.251,16.21621622,Snack Foods
FDM13,350,130.5626,221,32.79065,63.14285714,Breakfast
FDF26,292,153.4998,122,538.2993,41.78082192,Canned
FDN02,171,205.3638,53,1345.9147,30.99415205,Canned
NCI30,196,245.546,137,431.1055,69.89795918,Household
NCJ31,104,243.0196,39,903.8235,37.5,Others
NCQ54,287,166.8474,282,42.11185,98.25783972,Household
FDB02,405,175.437,324,749.85725,80,Canned
FDC02,222,259.3278,147,1041.3112,66.21621622,Canned
FDA11,441,95.6436,364,283.6308,82.53968254,Baking Goods
DRI23,270,159.6578,54,722.0601,20,Hard Drinks
FDE04,168,179.866,117,674.1225,69.64285714,Frozen Foods
FDW38,358,55.5298,228,13.48245,63.68715084,Dairy
FDG46,232,115.4518,196,28.46295,84.48275862,Snack Foods
NCJ05,337,152.3682,327,571.75575,97.03264095,Health and Hygiene
FDU01,356,185.1924,324,138.8193,91.01123596,Canned
FDY11,349,66.6142,186,280.13535,53.29512894,Baking Goods
FDX60,131,79.296,109,179.766,83.20610687,Baking Goods
NCN29,451,47.8034,200,109.35765,44.345898,Health and Hygiene
FDT07,260,256.633,224,512.666,86.15384615,Fruits and Vegetables
FDI21,199,61.9168,169,303.6048,84.92462312,Snack Foods
FDI41,86,148.0418,19,514.9963,22.09302326,Frozen Foods
FDE10,401,133.1626,276,918.1382,68.82793017,Snack Foods
FDQ28,361,153.5656,335,772.328,92.79778393,Frozen Foods
FDY32,410,165.021,388,203.90125,94.63414634,Fruits and Vegetables
NCK05,108,61.1536,71,15.3134,65.74074074,Health and Hygiene
FDH12,180,107.128,43,319.584,23.88888889,Baking Goods
FDJ27,461,103.8674,366,382.00275,79.39262473,Meat
DRL35,251,43.377,154,32.45775,61.35458167,Hard Drinks
NCY29,292,55.093,241,325.40975,82.53424658,Health and Hygiene
FDC21,84,110.1254,63,461.23295,75,Fruits and Vegetables
FDM33,494,220.1798,213,1267.18385,43.11740891,Snack Foods
DRJ39,142,217.5482,49,273.81025,34.50704225,Dairy
FDB22,487,151.9998,284,76.8999,58.31622177,Snack Foods
FDC32,496,93.8462,332,323.9117,66.93548387,Fruits and Vegetables
FDD02,256,118.8124,91,651.8182,35.546875,Canned
FDL28,402,228.6668,190,863.8755,47.26368159,Frozen Foods
FDL39,440,179.4318,329,586.40335,74.77272727,Dairy
FDV37,381,196.2426,92,49.43565,24.14698163,Canned
FDA28,354,126.5362,312,440.4267,88.13559322,Frozen Foods
FDL04,399,105.5622,271,476.3799,67.9197995,Frozen Foods
FDR10,262,163.5552,25,771.6622,9.541984733,Snack Foods
FDA39,208,39.1822,155,265.15485,74.51923077,Meat
FDR15,491,153.1314,189,1163.4855,38.49287169,Meat
FDQ40,494,175.0712,441,834.9132,89.27125506,Frozen Foods
DRG23,73,151.2682,52,609.8728,71.23287671,Hard Drinks
FDU36,453,99.4384,304,344.8844,67.10816777,Baking Goods
FDF47,342,223.9746,186,224.3746,54.38596491,Starchy Foods
FDH14,53,141.4838,21,351.2095,39.62264151,Canned
FDO45,269,86.3856,246,153.7998,91.44981413,Snack Foods
FDK60,413,95.7068,147,267.3187,35.59322034,Baking Goods
FDS43,431,185.924,336,1025.332,77.95823666,Fruits and Vegetables
FDN44,69,160.292,55,1198.44,79.71014493,Fruits and Vegetables
FDS34,493,113.9518,320,284.6295,64.90872211,Snack Foods
FDU20,201,122.2098,138,692.93135,68.65671642,Fruits and Vegetables
FDP44,99,101.4332,58,487.0327,58.58585859,Fruits and Vegetables
FDC02,226,258.5278,173,1301.639,76.54867257,Canned
FDT56,484,57.5246,286,43.44345,59.09090909,Fruits and Vegetables
NCA06,145,34.919,46,18.3095,31.72413793,Household
FDE04,154,180.466,125,853.8885,81.16883117,Frozen Foods
NCX06,469,179.1976,33,950.7624,7.036247335,Household
FDX49,299,234.33,34,990.3775,11.37123746,Canned
DRM59,166,154.1998,144,346.04955,86.74698795,Hard Drinks
FDJ34,403,126.0704,136,312.926,33.74689826,Snack Foods
FDP60,277,101.9016,243,455.4072,87.72563177,Baking Goods
FDI07,115,196.9426,90,1285.3269,78.26086957,Meat
FDV07,384,111.0228,102,801.2903,26.5625,Fruits and Vegetables
FDH41,467,214.1534,103,430.1068,22.05567452,Frozen Foods
NCB31,469,263.291,336,854.72075,71.64179104,Household
FDW34,311,244.817,234,1093.5765,75.24115756,Snack Foods
FDX45,344,156.163,289,195.57875,84.01162791,Snack Foods
FDH14,475,141.3838,20,421.4514,4.210526316,Canned
FDF26,292,154.5998,21,38.44995,7.191780822,Canned
FDU24,420,92.212,44,1025.332,10.47619048,Baking Goods
FDX11,235,181.9634,200,863.37615,85.10638298,Baking Goods
FDF35,295,105.9938,237,294.78295,80.33898305,Starchy Foods
NCC43,174,251.3066,150,251.0066,86.20689655,Household
FDG29,317,42.5454,32,104.8635,10.09463722,Frozen Foods
FDS44,180,239.6538,92,961.4152,51.11111111,Fruits and Vegetables
FDZ10,286,127.102,238,506.008,83.21678322,Snack Foods
FDC52,67,150.4708,48,489.0301,71.64179104,Dairy
DRL35,89,42.877,21,292.11975,23.59550562,Hard Drinks
NCP55,70,56.4614,43,13.81535,61.42857143,Others
FDV38,448,55.0956,340,505.0093,75.89285714,Dairy
FDL44,274,160.4894,168,768.49965,61.31386861,Fruits and Vegetables
FDZ47,404,98.7042,137,471.21995,33.91089109,Baking Goods
FDT45,331,53.3956,199,341.2225,60.12084592,Snack Foods
FDN23,57,145.7444,22,798.2942,38.59649123,Breads
NCP43,149,177.866,40,584.2395,26.84563758,Others
DRJ24,289,185.2924,24,92.5462,8.30449827,Soft Drinks
FDA02,136,143.5786,66,939.1109,48.52941176,Dairy
FDH33,347,44.9428,84,43.9428,24.2074928,Snack Foods
FDF56,477,181.2976,43,769.6648,9.014675052,Fruits and Vegetables
NCN26,63,115.1808,48,527.3136,76.19047619,Household
FDD22,383,113.7544,205,810.9444,53.52480418,Snack Foods
FDU15,51,37.9532,20,17.9766,39.21568627,Meat
FDB41,424,46.8718,38,47.2718,8.962264151,Frozen Foods
FDZ35,342,102.499,203,644.99375,59.35672515,Breads
FDT60,374,124.1388,25,371.5164,6.684491979,Baking Goods
FDE51,471,43.8086,432,78.06505,91.71974522,Dairy
NCQ06,90,254.5014,86,1211.25665,95.55555556,Household
FDS28,367,58.5588,302,42.9441,82.28882834,Frozen Foods
FDH32,365,96.541,90,458.56975,24.65753425,Fruits and Vegetables
FDW37,430,89.7488,414,520.6556,96.27906977,Canned
FDY33,160,159.4262,133,676.28635,83.125,Snack Foods
FDF17,63,196.811,28,932.95225,44.44444444,Frozen Foods
FDG56,280,61.0536,111,398.1484,39.64285714,Fruits and Vegetables
NCB18,133,88.8514,17,531.3084,12.78195489,Household
FDU14,179,248.275,86,249.675,48.04469274,Dairy
FDU22,280,119.1124,238,918.4711,85,Snack Foods
NCV41,375,109.8228,306,524.9833,81.6,Health and Hygiene
FDY52,194,63.2536,70,306.268,36.08247423,Frozen Foods
DRG48,428,143.9102,35,765.50355,8.177570093,Soft Drinks
FDU01,394,184.7924,80,1110.5544,20.30456853,Canned
NCP53,77,238.6906,38,1069.6077,49.35064935,Health and Hygiene
FDC17,115,211.9928,112,157.7946,97.39130435,Frozen Foods
NCZ30,212,121.5098,203,150.63725,95.75471698,Household
FDK03,278,255.6356,195,699.4229,70.14388489,Dairy
FDE08,310,149.8734,122,111.35505,39.35483871,Fruits and Vegetables
NCM07,498,83.9908,322,587.2356,64.65863454,Others
FDY35,473,47.7402,174,493.85715,36.78646934,Breads
FDS28,489,59.2588,70,343.5528,14.31492843,Frozen Foods
FDI56,213,92.7146,101,501.6803,47.41784038,Fruits and Vegetables
FDR23,350,175.837,295,88.2185,84.28571429,Breads
FDF29,456,130.531,162,227.20425,35.52631579,Frozen Foods
FDA47,352,164.121,234,1508.86925,66.47727273,Baking Goods
FDI10,336,172.9422,136,344.8844,40.47619048,Snack Foods
FDC45,444,170.2106,202,42.77765,45.4954955,Fruits and Vegetables
FDA27,59,257.2672,15,511.3344,25.42372881,Dairy
NCR41,244,96.9094,27,333.2329,11.06557377,Health and Hygiene
FDR09,167,258.4962,19,712.23955,11.37724551,Snack Foods
NCB06,319,160.492,101,319.584,31.66144201,Health and Hygiene
FDE53,129,106.428,20,372.848,15.50387597,Frozen Foods
DRE27,142,99.6726,86,48.9363,60.56338028,Dairy
NCA06,315,35.919,61,146.476,19.36507937,Household
FDL56,381,88.6198,204,283.46435,53.54330709,Fruits and Vegetables
FDT09,399,131.7284,215,296.6139,53.88471178,Snack Foods
DRH03,410,91.612,296,23.303,72.19512195,Dairy
NCQ53,306,237.059,102,709.077,33.33333333,Health and Hygiene
NCT18,182,179.6976,173,905.488,95.05494505,Household
FDL43,325,76.467,318,440.26025,97.84615385,Meat
FDJ53,313,119.2098,154,331.40195,49.20127796,Frozen Foods
NCQ02,220,186.9556,95,985.7169,43.18181818,Household
NCJ05,50,153.6682,34,876.69215,68,Health and Hygiene
FDT40,362,127.1678,11,890.1746,3.038674033,Frozen Foods
FDA48,113,221.4114,95,1274.84055,84.07079646,Baking Goods
FDV37,423,196.0426,398,642.66345,94.08983452,Canned
FDX07,333,181.695,269,640.8325,80.78078078,Fruits and Vegetables
DRG48,170,146.3102,15,546.78825,8.823529412,Soft Drinks
FDF44,156,130.9968,127,587.2356,81.41025641,Fruits and Vegetables
FDS24,470,88.1514,98,420.61915,20.85106383,Baking Goods
NCQ50,224,215.7218,163,1068.609,72.76785714,Household
FDT25,253,123.4072,192,796.2968,75.88932806,Canned
FDO03,214,230.5352,176,1145.176,82.24299065,Meat
FDJ55,354,223.5404,170,450.0808,48.02259887,Meat
FDM36,169,170.4422,23,129.33165,13.60946746,Baking Goods
FDM21,93,258.0646,65,1417.1553,69.89247312,Snack Foods
FDK58,361,103.0016,237,531.3084,65.65096953,Snack Foods
FDD26,205,186.5924,90,138.8193,43.90243902,Canned
FDW57,416,177.3028,158,487.0327,37.98076923,Snack Foods
FDT32,256,188.8214,55,47.10535,21.484375,Fruits and Vegetables
FDT25,439,121.7072,153,91.8804,34.85193622,Canned
NCB19,157,84.6882,25,150.30435,15.92356688,Household
FDD05,300,122.0098,129,90.38235,43,Frozen Foods
NCE54,494,77.0354,349,583.07435,70.64777328,Household
FDO39,453,182.8608,422,1010.6844,93.15673289,Meat
NCV06,419,192.2478,229,339.05865,54.65393795,Household
DRB13,383,189.053,17,237.19125,4.438642298,Soft Drinks
FDX51,179,194.2452,97,195.7452,54.18994413,Meat
FDC38,342,134.2942,284,298.11195,83.04093567,Canned
FDD04,69,143.2154,42,425.4462,60.86956522,Dairy
FDC05,331,198.7768,75,788.3072,22.65861027,Frozen Foods
DRJ59,334,39.0164,88,260.6607,26.34730539,Hard Drinks
FDL22,50,90.6488,31,158.4604,62,Snack Foods
DRH13,168,107.628,133,53.264,79.16666667,Soft Drinks
FDV22,84,157.563,83,78.2315,98.80952381,Snack Foods
FDP07,247,197.211,219,785.644,88.66396761,Fruits and Vegetables
FDK27,294,119.1756,159,424.1146,54.08163265,Meat
FDP31,108,64.9168,55,159.792,50.92592593,Fruits and Vegetables
NCI54,374,110.7912,122,27.2978,32.62032086,Household
DRK35,210,37.7506,100,199.24065,47.61904762,Hard Drinks
NCO07,228,213.256,150,1171.808,65.78947368,Others
FDN31,255,191.253,42,759.012,16.47058824,Fruits and Vegetables
NCO02,61,66.8142,14,593.2278,22.95081967,Others
FDQ26,325,57.2562,227,192.58265,69.84615385,Dairy
FDQ07,230,221.8456,86,165.7842,37.39130435,Fruits and Vegetables
FDB49,291,98.2384,161,541.9612,55.32646048,Baking Goods
FDY44,265,196.411,76,687.4385,28.67924528,Fruits and Vegetables
NCI54,300,107.3912,248,764.3384,82.66666667,Household
FDV44,348,190.1188,124,476.047,35.63218391,Fruits and Vegetables
FDI48,175,53.0666,72,128.1665,41.14285714,Baking Goods
NCL05,266,42.277,122,151.4695,45.86466165,Health and Hygiene
FDT32,355,189.6214,103,706.58025,29.01408451,Fruits and Vegetables
FDM10,334,212.9218,57,961.7481,17.06586826,Snack Foods
FDS21,234,63.5194,200,139.31865,85.47008547,Snack Foods
FDD11,88,251.704,87,885.514,98.86363636,Starchy Foods
FDL04,272,106.7622,21,741.0354,7.720588235,Frozen Foods
FDO58,233,163.7526,165,740.0367,70.81545064,Snack Foods
FDQ08,476,60.5536,181,122.5072,38.02521008,Fruits and Vegetables
FDT28,227,151.3708,180,902.8248,79.29515419,Frozen Foods
FDT22,456,59.022,410,344.5515,89.9122807,Snack Foods
FDB58,477,143.7154,305,779.9847,63.94129979,Snack Foods
FDN45,343,224.8088,186,503.3448,54.22740525,Snack Foods
FDZ45,389,198.9084,350,1190.4504,89.97429306,Snack Foods
FDJ38,200,188.753,66,1897.53,33,Canned
NCT06,433,166.4842,352,331.5684,81.29330254,Household
FDU21,175,32.8558,93,178.26795,53.14285714,Snack Foods
NCP30,350,38.9822,212,245.51375,60.57142857,Household
FDR27,357,134.4942,194,529.9768,54.34173669,Meat
FDW39,385,176.937,130,1058.622,33.76623377,Meat
DRZ24,483,121.044,235,599.22,48.65424431,Soft Drinks
FDK21,283,250.7408,211,1439.4596,74.55830389,Snack Foods
FDJ04,429,118.5124,339,325.9091,79.02097902,Frozen Foods
FDZ13,424,50.835,372,149.805,87.73584906,Canned
FDS16,57,144.676,15,988.713,26.31578947,Frozen Foods
FDD56,390,175.8054,365,262.6581,93.58974359,Fruits and Vegetables
FDI57,178,197.2768,52,1625.8836,29.21348315,Seafood
FDQ12,313,231.601,32,1493.0565,10.22364217,Baking Goods
FDI56,206,91.3146,164,410.4657,79.61165049,Fruits and Vegetables
NCT42,401,148.4392,195,521.9872,48.62842893,Household
FDM25,407,174.7712,258,834.9132,63.39066339,Breakfast
DRB25,54,106.0938,46,696.7597,85.18518519,Soft Drinks
NCY30,135,179.5976,15,633.8416,11.11111111,Household
FDD44,224,257.0646,74,2190.1491,33.03571429,Fruits and Vegetables
FDK45,339,112.186,31,254.6685,9.144542773,Seafood
FDN45,242,222.6088,114,447.4176,47.10743802,Snack Foods
FDQ09,360,115.8834,97,345.5502,26.94444444,Snack Foods
FDC17,168,209.9928,162,1314.955,96.42857143,Frozen Foods
FDD45,267,94.1436,134,378.1744,50.18726592,Fruits and Vegetables
FDD41,476,105.0306,88,522.653,18.48739496,Frozen Foods
FDU46,463,87.254,355,302.939,76.67386609,Snack Foods
FDO45,163,89.4856,60,307.5996,36.80981595,Snack Foods
FDG41,194,109.5228,185,414.4605,95.36082474,Frozen Foods
DRC13,75,122.573,74,184.7595,98.66666667,Soft Drinks
FDX50,185,108.9228,69,276.307,37.2972973,Dairy
FDK56,352,185.1898,311,654.8143,88.35227273,Fruits and Vegetables
NCL18,281,194.6136,45,680.4476,16.01423488,Household
FDN57,418,140.9154,213,1595.42325,50.9569378,Snack Foods
FDX03,125,44.4744,47,192.4162,37.6,Meat
NCU17,377,101.7674,276,280.13535,73.20954907,Health and Hygiene
FDL14,394,157.3972,277,467.3916,70.30456853,Canned
NCU18,351,139.8496,179,352.874,50.997151,Household
NCH43,338,215.9192,48,485.3682,14.20118343,Household
FDH41,50,216.2534,16,1075.267,32,Frozen Foods
FDS28,196,57.3588,148,85.8882,75.51020408,Frozen Foods
FDG02,336,191.4188,301,999.6987,89.58333333,Canned
FDS40,191,36.719,61,146.476,31.93717277,Frozen Foods
FDD10,102,177.0344,40,133.8258,39.21568627,Snack Foods
DRQ35,353,124.4388,298,402.4761,84.41926346,Hard Drinks
NCL05,118,42.877,22,162.28875,18.6440678,Health and Hygiene
FDJ48,410,247.8118,155,555.77655,37.80487805,Baking Goods
FDV21,139,124.8704,67,531.9742,48.20143885,Snack Foods
FDJ26,495,215.5218,193,1015.17855,38.98989899,Canned
NCN05,269,184.495,161,961.24875,59.85130112,Health and Hygiene
FDK09,499,228.5352,210,458.0704,42.08416834,Snack Foods
FDM56,241,110.9912,137,327.5736,56.84647303,Fruits and Vegetables
DRF25,112,37.019,40,164.7855,35.71428571,Soft Drinks
FDG14,122,150.9024,64,1100.5674,52.45901639,Canned
FDZ31,210,190.8504,19,910.8144,9.047619048,Fruits and Vegetables
FDU21,218,35.0558,197,8.48895,90.36697248,Snack Foods
FDC57,138,193.382,11,1061.951,7.971014493,Fruits and Vegetables
FDU46,225,87.854,24,64.9155,10.66666667,Snack Foods
FDU22,318,118.7124,268,651.8182,84.27672956,Snack Foods
DRG23,122,152.5682,52,343.05345,42.62295082,Hard Drinks
FDR23,294,176.437,207,132.32775,70.40816327,Breads
FDI14,126,140.1496,76,211.7244,60.31746032,Canned
NCN42,208,148.6418,65,662.1381,31.25,Household
NCM41,373,93.612,328,396.151,87.93565684,Health and Hygiene
FDT55,147,156.7946,24,907.31895,16.32653061,Fruits and Vegetables
DRY23,430,42.9112,118,202.4032,27.44186047,Soft Drinks
FDL46,151,119.5466,125,29.46165,82.78145695,Snack Foods
FDQ57,181,145.076,101,402.809,55.80110497,Snack Foods
FDQ16,151,109.2912,147,600.5516,97.35099338,Frozen Foods
FDZ52,68,109.1886,47,1056.2917,69.11764706,Frozen Foods
FDL16,131,47.106,56,34.9545,42.7480916,Frozen Foods
NCX18,446,196.811,66,1129.36325,14.79820628,Household
FDM34,328,130.8626,59,393.4878,17.98780488,Snack Foods
FDG60,388,234.5616,80,1699.1216,20.6185567,Baking Goods
NCA06,414,37.119,408,210.55925,98.55072464,Household
DRD12,380,89.9146,91,319.2511,23.94736842,Soft Drinks
FDP04,178,62.5168,125,111.8544,70.2247191,Frozen Foods
NCH30,393,114.586,114,396.151,29.00763359,Household
FDS04,359,142.2838,97,421.4514,27.01949861,Frozen Foods
FDQ13,138,82.9908,11,125.8362,7.971014493,Canned
FDU59,262,162.8552,113,893.5036,43.12977099,Breads
DRG11,192,108.2596,93,296.6139,48.4375,Hard Drinks
FDA36,114,184.9924,107,786.6427,93.85964912,Baking Goods
FDA15,125,248.5092,52,1618.5598,41.6,Dairy
FDZ03,248,188.024,163,186.424,65.72580645,Dairy
FDJ16,192,59.0246,80,463.3968,41.66666667,Frozen Foods
FDZ12,454,141.747,431,751.52175,94.9339207,Baking Goods
FDH09,452,53.2982,103,184.0937,22.78761062,Seafood
FDT13,365,188.7214,307,989.21235,84.10958904,Canned
FDU20,142,120.5098,74,451.91175,52.11267606,Fruits and Vegetables
DRH25,466,52.2324,299,116.8479,64.16309013,Soft Drinks
FDK26,354,187.624,266,885.514,75.14124294,Canned
FDU32,273,120.9414,222,487.3656,81.31868132,Fruits and Vegetables
FDI22,340,210.8612,157,836.2448,46.17647059,Snack Foods
NCB54,477,127.3336,70,671.1264,14.67505241,Health and Hygiene
FDX46,151,58.7562,97,148.1405,64.2384106,Snack Foods
NCC07,316,103.1964,287,184.0937,90.82278481,Household
FDQ34,404,105.5622,91,52.9311,22.52475248,Snack Foods
FDM16,159,76.2354,138,319.75045,86.79245283,Frozen Foods
FDJ55,379,223.8404,295,1800.3232,77.83641161,Meat
DRI01,499,171.2422,391,775.9899,78.35671343,Soft Drinks
FDD50,479,167.6132,362,380.5047,75.57411273,Canned
FDJ08,314,191.5846,289,525.48265,92.03821656,Fruits and Vegetables
NCK18,52,164.6184,23,743.0328,44.23076923,Household
FDQ14,134,148.105,45,37.45125,33.58208955,Dairy
FDS51,331,61.2194,212,108.35895,64.04833837,Meat
FDA04,377,260.8962,33,1230.23195,8.75331565,Frozen Foods
FDP10,353,107.6622,320,291.12105,90.65155807,Snack Foods
FDT36,499,35.6874,470,211.7244,94.18837675,Baking Goods
FDH38,461,118.3808,217,703.0848,47.07158351,Canned
FDC16,166,84.954,33,216.385,19.87951807,Dairy
FDF17,270,195.911,214,736.54125,79.25925926,Frozen Foods
FDU23,203,163.5184,161,784.3124,79.31034483,Breads
FDB34,202,86.6198,191,414.29405,94.55445545,Snack Foods
FDW26,61,221.6772,35,778.3202,57.37704918,Dairy
FDP45,182,253.4724,89,377.5086,48.9010989,Snack Foods
FDD38,353,103.5674,247,407.4696,69.97167139,Canned
FDM60,342,42.2138,330,172.60865,96.49122807,Baking Goods
FDW26,349,220.3772,84,1111.886,24.06876791,Dairy
FDV51,277,166.1842,172,1367.71965,62.09386282,Meat
FDT33,320,168.7158,308,668.4632,96.25,Snack Foods
FDQ40,92,177.2712,38,834.9132,41.30434783,Frozen Foods
FDX40,481,38.3164,174,125.5033,36.17463617,Frozen Foods
FDU31,392,216.7508,346,759.6778,88.26530612,Fruits and Vegetables
DRJ01,375,161.0236,195,322.2472,52,Soft Drinks
FDP11,351,216.9166,63,1088.583,17.94871795,Breads
NCN43,413,125.173,304,800.6245,73.60774818,Others
FDA15,428,249.6092,51,1494.0552,11.91588785,Dairy
FDO04,476,54.6614,421,221.0456,88.44537815,Frozen Foods
NCF43,70,142.947,38,751.52175,54.28571429,Household
NCI17,456,95.441,436,820.5985,95.61403509,Health and Hygiene
FDY47,156,128.831,140,259.662,89.74358974,Breads
FDF20,385,196.4768,147,1576.6144,38.18181818,Fruits and Vegetables
NCS53,352,158.4604,196,673.4567,55.68181818,Health and Hygiene
FDK38,166,149.5734,151,631.01195,90.96385542,Canned
FDW43,173,225.9036,51,910.8144,29.47976879,Fruits and Vegetables
FDV57,448,179.266,359,359.532,80.13392857,Snack Foods
FDX26,330,182.3292,297,1048.9679,90,Dairy
FDR04,341,97.3068,35,315.9221,10.26392962,Frozen Foods
FDP19,252,129.3652,124,516.6608,49.20634921,Fruits and Vegetables
FDT07,100,254.533,10,320.41625,10,Fruits and Vegetables
DRB24,320,155.1656,65,1004.0264,20.3125,Soft Drinks
FDB36,373,129.1626,262,918.1382,70.24128686,Baking Goods
NCE07,326,140.9154,131,531.80775,40.18404908,Household
FDI16,190,52.564,115,572.588,60.52631579,Frozen Foods
FDP45,324,252.2724,139,314.5905,42.90123457,Snack Foods
